id_venda,id_produto,id_cliente,data_venda,quantidade,preco_unitario
1445,17,7,2024-02-20,5,394.81
1446,10,177,2024-12-17,4,690.3
1447,19,129,2024-01-06,5,420.97
1448,24,92,2024-11-05,5,472.18
1449,10,100,2025-02-18,1,696.0
1450,10,26,2025-05-20,4,637.85
1451,49,131,2023-11-21,5,35.88
1452,45,65,2025-04-06,5,410.62
1453,39,115,2025-01-29,3,449.81
1454,37,95,2023-11-09,4,114.37
1455,22,107,2025-07-11,1,431.07
1456,39,26,2025-05-17,3,468.44
1457,8,123,2025-07-25,1,415.92
1458,35,80,2025-04-25,5,768.6
1459,41,96,2024-04-05,2,113.75
1460,36,8,2024-06-25,4,515.87
1461,10,199,2025-01-03,2,593.34
1462,3,101,2023-11-01,5,241.64
1463,41,63,2025-01-06,3,97.44
1464,15,124,2024-12-25,5,647.09
1465,17,18,2023-10-02,1,335.61
1466,21,116,2024-02-01,5,309.22
1467,10,154,2024-10-17,2,476.67
1468,12,196,2024-08-31,4,31.26
1469,15,18,2023-09-29,3,558.38
1470,19,7,2024-05-06,4,314.44
1471,44,25,2023-12-03,3,363.96
1472,14,193,2025-06-14,1,483.04
1473,50,97,2024-10-07,5,104.68
1474,3,78,2024-02-10,4,203.07
1475,40,76,2024-06-03,1,218.92
1476,45,44,2025-06-21,5,395.55
1477,29,34,2023-10-17,1,785.83
1478,29,154,2025-02-04,1,850.71
1479,31,18,2024-05-25,1,808.52
1480,3,193,2023-09-22,2,243.09
1481,34,27,2023-12-06,2,48.09
1482,41,101,2024-09-30,5,115.03
1483,43,112,2024-12-12,5,227.59
1484,49,144,2024-11-14,1,28.37
1485,31,149,2024-05-07,1,584.49
1486,6,196,2024-12-04,1,166.55
1487,35,44,2024-08-19,4,648.49
1488,43,162,2024-01-20,5,188.68
1489,41,182,2024-12-08,2,118.3
1490,1,87,2024-10-22,4,352.19
1491,9,179,2023-10-18,2,667.03
1492,25,176,2023-12-11,3,311.61
1493,48,153,2023-10-27,4,149.0
1494,2,163,2024-06-04,5,288.86
1495,15,111,2023-12-09,4,488.17
1496,3,153,2025-07-18,4,247.01
1497,20,161,2024-09-08,5,652.77
1498,38,79,2025-01-28,1,414.72
1499,9,65,2024-04-26,1,636.58
1500,3,195,2024-04-17,3,251.79
1501,50,7,2025-01-31,1,110.75
1502,19,52,2024-03-27,5,394.67
1503,42,18,2024-05-20,4,213.92
1504,23,173,2024-06-14,4,463.06
1505,40,93,2024-03-23,4,227.72
1506,47,200,2024-08-22,3,173.84
1507,27,38,2024-06-27,2,603.96
1508,45,189,2024-07-10,3,423.02
1509,16,60,2025-06-27,4,634.9
1510,47,156,2024-04-06,1,234.16
1511,48,31,2025-06-19,5,138.78
1512,21,73,2023-10-09,1,319.51
1513,16,93,2025-02-23,3,671.33
1514,16,132,2025-01-26,2,548.23
1515,10,36,2024-12-31,3,515.62
1516,22,3,2024-10-25,2,558.73
1517,49,198,2025-01-04,2,31.49
1518,11,176,2024-03-03,2,712.94
1519,21,31,2024-07-29,4,376.98
1520,1,111,2024-04-20,5,357.33
1521,50,82,2023-10-10,2,103.44
1522,17,58,2023-12-07,1,321.4
1523,22,130,2023-12-23,2,593.16
1524,43,68,2024-08-13,3,236.9
1525,7,180,2025-04-27,3,55.62
1526,3,130,2024-12-03,4,213.88
1527,41,194,2025-04-14,1,97.23
1528,47,43,2024-04-04,2,227.85
1529,33,96,2025-05-12,4,578.13
1530,39,25,2025-03-12,3,405.38
1531,33,40,2024-10-31,3,634.24
1532,14,4,2024-11-23,4,606.66
1533,41,51,2023-12-28,2,111.14
1534,25,54,2025-02-18,2,288.27
1535,2,6,2023-10-18,4,245.78
1536,38,29,2024-08-13,5,345.75
1537,13,134,2024-04-02,4,607.39
1538,17,65,2025-05-30,2,400.78
1539,19,152,2025-02-16,2,422.03
1540,33,148,2025-02-14,5,758.57
1541,50,87,2025-08-20,3,119.11
1542,12,25,2025-07-06,3,43.24
1543,45,78,2024-01-15,2,390.04
1544,41,153,2024-12-19,3,125.72
1545,38,61,2024-03-14,4,393.08
1546,1,143,2025-04-06,3,486.49
1547,18,113,2023-11-19,3,340.11
1548,8,109,2025-02-15,5,354.59
1549,39,77,2025-05-27,5,434.73
1550,15,87,2023-12-03,1,518.67
1551,49,168,2024-04-15,3,33.32
1552,41,86,2024-06-18,2,129.2
1553,6,127,2025-06-12,4,190.1
1554,39,138,2024-10-29,2,402.17
1555,36,25,2024-02-22,1,566.29
1556,44,18,2024-11-27,5,397.58
1557,25,7,2024-08-09,1,272.46
1558,35,19,2023-12-20,4,673.0
1559,28,175,2025-02-04,5,384.25
1560,13,122,2024-03-28,5,465.78
1561,33,19,2024-02-01,3,594.75
1562,35,181,2024-10-30,5,672.59
1563,13,156,2023-11-18,5,532.24
1564,2,162,2024-04-17,2,243.39
1565,20,152,2024-08-11,3,622.7
1566,45,13,2023-10-28,1,445.84
1567,43,157,2025-04-16,3,247.0
1568,6,8,2025-02-18,1,175.84
1569,45,160,2024-11-09,3,368.55
1570,34,74,2025-06-26,1,44.03
1571,19,115,2024-06-27,4,340.98
1572,6,18,2025-04-18,1,146.81
1573,9,126,2024-06-11,2,580.1
1574,6,102,2023-10-08,3,196.73
1575,37,144,2024-07-03,1,127.55
1576,21,57,2024-05-06,4,300.48
1577,7,46,2024-04-03,3,69.32
1578,44,69,2025-01-21,3,300.96
1579,11,142,2024-07-18,5,798.51
1580,3,118,2024-06-02,1,218.86
1581,18,126,2024-08-20,3,298.72
1582,31,112,2024-03-20,2,706.22
1583,3,2,2024-02-06,5,187.57
1584,26,164,2024-03-12,4,654.14
1585,41,187,2024-06-16,4,120.87
1586,35,160,2024-04-05,4,668.58
1587,20,167,2025-02-21,1,573.7
1588,19,165,2023-11-30,5,360.2
1589,29,35,2025-06-03,1,690.62
1590,33,176,2023-11-24,2,779.99
1591,45,157,2023-11-21,5,428.24
1592,6,158,2024-05-03,2,174.96
1593,10,199,2024-02-16,5,640.46
1594,32,186,2024-07-15,5,399.17
1595,36,60,2024-09-24,4,407.68
1596,3,111,2025-06-15,1,233.03
1597,47,191,2024-09-03,3,183.93
1598,10,163,2025-06-05,1,534.78
1599,31,98,2025-02-11,5,622.55
1600,22,136,2025-06-30,5,547.93
1601,22,36,2023-12-23,4,577.0
1602,14,79,2024-05-30,3,552.76
1603,24,4,2024-05-07,5,440.38
1604,16,38,2025-07-11,5,590.82
1605,11,94,2025-07-31,5,669.89
1606,16,33,2025-04-23,4,600.59
1607,16,102,2024-04-01,4,661.77
1608,39,138,2025-04-29,2,540.03
1609,43,147,2025-03-27,3,224.42
1610,42,164,2023-11-29,5,202.27
1611,49,149,2025-02-23,5,40.54
1612,14,107,2023-10-07,2,700.92
1613,4,196,2024-09-28,2,85.92
1614,29,106,2024-09-01,5,874.54
1615,16,75,2025-04-21,4,584.67
1616,25,62,2025-06-16,4,325.23
1617,40,16,2025-05-09,1,242.95
1618,13,42,2024-04-21,1,513.15
1619,25,126,2024-09-23,5,366.6
1620,5,151,2024-05-22,2,339.34
1621,46,11,2023-11-15,4,160.92
1622,3,84,2025-08-20,3,234.02
1623,42,195,2025-06-17,1,203.14
1624,13,10,2023-12-16,4,490.58
1625,27,66,2024-01-29,4,618.9
1626,50,109,2025-03-29,4,148.57
1627,49,104,2024-08-08,2,28.74
1628,39,159,2025-01-11,1,445.37
1629,39,142,2024-04-21,1,541.83
1630,25,171,2024-03-15,5,311.14
1631,29,192,2024-08-21,5,642.25
1632,26,46,2025-06-11,2,673.52
1633,8,81,2024-09-21,4,427.68
1634,16,107,2025-08-21,2,677.86
1635,27,196,2023-12-19,5,572.13
1636,2,97,2024-02-17,5,239.96
1637,44,24,2025-03-20,5,279.81
1638,4,164,2025-04-21,2,83.9
1639,50,74,2024-06-12,4,123.19
1640,30,80,2024-11-28,3,619.28
1641,5,3,2025-02-06,4,398.24
1642,13,36,2024-10-22,3,592.3
1643,14,141,2024-08-24,1,619.61
1644,30,65,2025-07-04,1,499.52
1645,10,9,2025-08-24,3,629.97
1646,3,72,2024-11-04,3,210.37
1647,14,143,2024-03-28,4,700.21
1648,8,105,2025-02-09,2,455.45
1649,26,109,2025-03-15,1,526.2
1650,46,181,2025-04-26,4,177.65
1651,7,22,2023-11-03,5,59.24
1652,28,190,2025-08-03,5,356.26
1653,13,123,2023-11-01,4,475.94
1654,21,77,2024-01-26,5,340.67
1655,27,77,2024-02-14,5,745.9
1656,19,111,2024-10-25,5,301.6
1657,10,54,2025-05-07,4,654.38
1658,42,180,2025-04-04,5,184.63
1659,46,197,2024-12-23,5,230.73
1660,5,124,2025-08-21,3,407.64
1661,23,131,2024-06-25,5,518.04
1662,46,10,2025-08-09,2,157.7
1663,17,12,2023-09-13,2,428.23
1664,25,190,2024-09-18,1,309.45
1665,39,166,2024-01-04,2,480.59
1666,47,73,2025-05-13,4,164.82
1667,45,124,2023-09-29,1,538.86
1668,11,110,2024-09-04,3,812.72
1669,24,62,2023-11-11,5,373.11
1670,7,80,2024-01-23,4,59.29
1671,1,66,2025-02-16,4,361.02
1672,29,89,2024-10-22,2,591.19
1673,33,165,2024-04-19,5,733.78
1674,38,75,2025-05-31,3,339.71
1675,44,167,2024-07-16,2,343.8
1676,16,187,2024-02-22,3,542.18
1677,25,58,2024-01-17,4,300.43
1678,20,172,2024-09-13,1,524.22
1679,35,18,2024-06-22,4,521.75
1680,18,41,2024-01-02,2,302.49
1681,19,180,2024-10-03,2,312.61
1682,26,36,2024-08-24,4,620.25
1683,25,39,2023-10-23,4,322.49
1684,20,153,2024-09-16,4,674.54
1685,37,9,2024-10-16,4,109.03
1686,19,58,2025-07-07,3,335.46
1687,9,155,2024-11-11,1,640.77
1688,45,157,2024-06-11,4,532.58
1689,25,32,2025-01-18,1,356.3
1690,30,48,2024-10-20,5,487.1
1691,27,54,2024-05-30,5,773.59
1692,27,30,2025-01-30,4,743.4
1693,30,75,2025-01-29,3,486.43
1694,5,179,2025-04-25,1,341.72
1695,25,176,2025-07-20,3,302.89
1696,29,86,2024-04-07,1,770.22
1697,37,95,2024-10-17,4,112.88
1698,48,95,2025-05-06,5,155.85
1699,47,17,2024-02-08,4,159.49
1700,26,179,2025-01-06,4,605.18
1701,25,60,2024-11-18,5,304.21
1702,33,21,2024-11-29,5,526.07
1703,36,13,2024-05-27,3,468.46
1704,26,95,2025-04-24,4,639.08
1705,16,60,2024-11-17,2,703.17
1706,27,47,2025-01-03,2,832.03
1707,40,7,2025-01-12,1,190.88
1708,5,5,2025-02-16,4,346.07
1709,12,38,2023-11-01,5,38.09
1710,42,28,2024-11-04,4,214.0
1711,30,200,2025-09-02,4,594.98
1712,27,126,2024-05-19,5,733.2
1713,36,3,2025-03-09,3,555.15
1714,7,200,2024-01-12,3,65.74
1715,50,41,2025-08-14,3,130.73
1716,39,140,2024-01-16,2,460.4
1717,8,12,2024-04-10,4,355.74
1718,33,102,2025-01-10,2,770.33
1719,2,25,2024-07-09,5,212.75
1720,28,183,2025-06-23,4,289.22
1721,39,113,2024-04-24,5,580.04
1722,40,42,2023-10-11,5,249.95
1723,43,17,2024-04-18,1,180.08
1724,19,91,2024-08-05,2,420.44
1725,47,88,2023-11-06,3,229.65
1726,16,58,2025-07-18,3,563.18
1727,25,122,2024-12-28,5,268.26
1728,5,84,2023-12-05,5,410.2
1729,14,138,2025-01-07,2,600.91
1730,47,65,2024-10-01,3,232.81
1731,26,111,2023-11-03,4,681.26
1732,28,161,2023-11-29,2,305.52
1733,6,81,2025-01-17,4,147.61
1734,5,36,2024-09-17,4,410.61
1735,30,104,2025-05-02,2,518.62
1736,7,53,2024-10-08,3,56.16
1737,29,10,2024-09-03,5,791.0
1738,29,185,2024-08-07,4,818.43
1739,36,174,2025-05-29,5,571.85
1740,17,175,2024-05-09,5,407.73
1741,3,192,2024-04-28,2,182.38
1742,41,199,2025-06-18,4,125.68
1743,32,65,2023-10-20,3,395.77
1744,41,2,2025-05-02,1,97.16
1745,10,71,2023-09-25,4,677.92
1746,26,66,2025-07-13,1,741.81
1747,47,114,2024-11-15,4,217.35
1748,18,13,2025-04-16,1,337.45
1749,6,195,2023-12-01,1,156.38
1750,27,167,2025-05-24,5,696.03
1751,19,78,2025-05-10,2,393.97
1752,25,160,2023-12-06,3,302.82
1753,47,37,2023-11-14,2,169.88
1754,50,172,2024-08-11,3,110.16
1755,37,93,2023-09-07,3,146.67
1756,7,82,2025-03-14,3,75.2
1757,20,93,2024-07-11,5,464.74
1758,11,166,2024-08-23,5,822.52
1759,9,120,2025-06-19,1,526.33
1760,19,34,2023-11-21,4,435.44
1761,32,99,2024-04-30,4,395.65
1762,8,146,2025-01-11,1,422.03
1763,47,53,2023-12-13,1,157.01
1764,25,56,2024-05-20,1,284.4
1765,41,106,2024-01-24,5,91.96
1766,45,27,2024-11-15,2,419.57
1767,43,104,2024-02-14,5,199.25
1768,6,93,2024-01-21,5,149.25
1769,2,96,2024-08-29,4,303.21
1770,49,100,2024-08-08,1,29.31
1771,42,126,2025-05-28,2,228.35
1772,38,144,2024-11-22,3,378.64
1773,44,169,2024-05-28,5,389.5
1774,38,65,2024-03-08,1,360.24
1775,3,86,2023-11-01,4,248.49
1776,1,73,2025-08-02,2,348.79
1777,12,27,2024-09-22,3,34.23
1778,11,52,2024-10-15,5,856.76
1779,2,134,2024-01-06,5,303.42
1780,10,90,2024-11-12,1,607.37
1781,26,117,2025-07-29,4,526.2
1782,34,121,2023-10-30,4,48.23
1783,12,125,2025-04-08,2,29.08
1784,21,99,2025-06-30,2,388.65
1785,19,18,2024-10-26,5,411.04
1786,44,49,2025-03-20,2,326.47
1787,9,70,2025-02-26,1,592.82
1788,9,50,2025-04-07,4,651.9
1789,19,25,2023-12-05,1,387.17
1790,5,17,2024-05-18,5,302.87
1791,17,192,2023-11-28,4,436.92
1792,37,44,2024-06-13,1,147.4
1793,47,128,2024-08-06,1,173.9
1794,22,42,2024-04-16,3,581.15
1795,17,178,2023-11-19,2,345.27
1796,44,50,2024-08-27,1,326.45
1797,39,76,2024-01-05,3,457.96
1798,1,199,2024-03-14,2,360.5
1799,49,71,2025-01-17,3,28.36
1800,41,40,2025-04-07,3,112.79
1801,27,133,2024-04-28,3,625.95
1802,17,187,2024-12-07,1,434.23
1803,49,121,2024-11-25,1,29.72
1804,24,55,2025-07-03,1,388.77
1805,13,162,2025-08-07,5,449.67
1806,7,23,2024-07-02,3,58.78
1807,35,86,2024-08-29,4,539.84
1808,4,82,2025-01-01,3,71.01
1809,26,90,2025-05-07,5,642.94
1810,40,157,2025-07-14,3,173.14
1811,3,89,2025-04-08,3,249.1
1812,24,23,2024-04-21,3,426.95
1813,17,146,2024-07-26,1,396.39
1814,40,159,2024-12-01,1,205.81
1815,25,164,2024-11-09,2,335.8
1816,47,127,2024-05-31,3,171.72
1817,42,92,2024-06-26,4,197.91
1818,24,116,2024-08-06,5,485.81
1819,35,62,2023-12-06,3,648.25
1820,50,30,2025-06-20,5,109.67
1821,22,193,2025-02-13,4,436.29
1822,6,134,2024-03-23,2,148.16
1823,32,161,2023-10-14,4,415.26
1824,1,130,2024-12-25,3,469.37
1825,17,23,2024-10-17,4,395.78
1826,15,113,2025-04-13,1,606.86
1827,31,200,2024-04-01,2,682.3
1828,10,116,2025-04-03,1,522.94
1829,35,91,2025-06-17,1,702.4
1830,16,95,2024-01-22,4,548.08
1831,22,138,2024-03-05,4,521.51
1832,31,17,2024-10-05,4,829.74
1833,39,144,2025-04-19,4,500.4
1834,27,180,2023-12-16,2,835.64
1835,33,186,2023-11-16,3,764.32
1836,5,128,2025-05-10,2,331.77
1837,15,106,2024-09-08,1,626.71
1838,41,96,2025-06-26,2,116.81
1839,1,23,2023-09-17,3,438.65
1840,12,132,2024-05-19,2,37.11
1841,6,40,2023-10-11,4,218.33
1842,19,76,2024-05-21,4,340.58
1843,32,135,2025-05-15,5,515.06
1844,27,177,2024-05-11,1,698.74
1845,43,52,2024-06-23,5,209.34
1846,20,109,2024-01-04,5,652.47
1847,20,90,2023-10-11,4,565.37
1848,6,178,2024-06-16,2,158.33
1849,47,197,2025-06-29,5,192.75
1850,3,83,2024-12-11,4,206.83
1851,39,12,2024-10-08,4,439.95
1852,33,98,2023-11-06,4,625.41
1853,5,181,2023-09-29,3,382.92
1854,10,128,2024-07-20,1,537.67
1855,36,97,2024-02-22,1,493.32
1856,35,38,2024-10-09,4,705.04
1857,3,29,2024-11-19,4,186.95
1858,23,114,2025-06-02,3,361.68
1859,33,95,2023-11-18,4,614.28
1860,37,42,2024-06-03,4,130.59
1861,29,165,2024-01-25,3,756.7
1862,5,77,2024-02-21,5,373.54
1863,21,56,2024-07-10,3,391.59
1864,15,193,2025-03-10,2,531.74
1865,9,166,2023-10-21,4,571.62
1866,9,15,2025-07-28,5,458.4
1867,44,121,2024-11-16,5,342.74
1868,31,54,2024-02-26,2,852.67
1869,38,71,2024-07-29,1,320.21
1870,27,68,2025-06-17,5,747.07
1871,15,97,2024-04-26,1,578.29
1872,23,148,2024-01-21,1,454.78
1873,19,104,2024-05-22,5,326.98
1874,23,164,2024-06-13,1,422.79
1875,21,118,2025-02-06,3,315.79
1876,30,126,2024-05-04,3,622.42
1877,31,16,2025-01-17,3,803.35
1878,18,127,2023-10-07,2,324.56
1879,43,36,2025-03-02,3,248.8
1880,44,20,2024-05-03,2,371.53
1881,46,149,2024-03-30,5,159.13
1882,38,183,2024-05-07,4,423.96
1883,5,125,2025-05-20,1,386.8
1884,5,155,2025-06-29,1,369.71
1885,20,189,2024-03-29,5,566.59
1886,41,80,2025-02-07,1,112.58
1887,50,129,2024-05-07,1,107.88
1888,26,73,2024-06-04,2,596.57
1889,1,151,2025-04-17,1,474.32
1890,9,25,2025-03-04,5,657.45
1891,7,147,2025-02-03,1,64.29
1892,37,109,2024-04-25,5,107.89
1893,26,19,2024-10-10,4,699.51
1894,46,166,2025-03-05,1,172.88
1895,4,31,2024-07-15,5,76.84
1896,44,62,2024-12-30,5,283.16
1897,7,38,2024-05-01,3,61.44
1898,19,144,2024-01-08,2,412.68
1899,24,168,2023-09-25,2,534.54
1900,13,21,2025-08-11,4,503.74
1901,10,27,2025-01-11,2,678.75
1902,14,166,2025-02-12,4,691.86
1903,32,51,2024-04-13,4,418.98
1904,3,27,2024-11-14,5,176.99
1905,6,100,2023-12-08,3,161.52
1906,45,36,2024-06-27,2,410.82
1907,1,38,2024-08-17,2,392.53
1908,31,119,2023-09-27,1,735.57
1909,45,110,2025-06-12,5,502.59
1910,50,91,2023-11-25,3,134.36
1911,3,87,2024-12-04,5,233.8
1912,26,33,2025-02-20,5,505.07
1913,42,158,2024-03-12,5,198.14
1914,37,154,2025-03-01,1,150.1
1915,16,112,2025-06-30,3,502.44
1916,29,177,2023-11-28,5,857.16
1917,29,72,2024-03-08,4,626.53
1918,35,18,2025-01-14,4,629.46
1919,49,29,2024-02-28,2,27.56
1920,45,140,2023-11-12,3,445.47
1921,45,56,2024-10-09,3,492.21
1922,29,28,2023-10-30,5,649.94
1923,38,88,2025-05-20,5,402.93
1924,32,63,2024-11-26,2,504.36
1925,36,170,2024-05-09,2,511.36
1926,42,100,2025-05-26,2,212.81
1927,9,50,2025-04-01,5,494.05
1928,45,1,2024-10-08,3,374.43
1929,17,167,2025-04-04,5,411.63
1930,46,177,2024-01-25,3,161.81
1931,12,92,2023-12-29,2,41.37
1932,32,34,2024-11-05,2,420.22
1933,43,123,2025-06-10,5,230.8
1934,35,79,2024-05-25,3,538.57
1935,26,130,2024-05-24,2,686.25
1936,39,63,2025-04-11,5,525.63
1937,1,76,2025-02-13,5,393.53
1938,10,76,2025-05-13,3,500.93
1939,6,83,2023-11-05,3,181.89
1940,22,83,2023-09-05,2,438.37
1941,19,200,2024-07-18,4,382.33
1942,37,86,2024-08-04,5,127.6
1943,38,157,2025-01-30,1,447.71
1944,50,177,2025-05-08,5,112.17
1945,19,115,2025-05-17,3,304.64
1946,29,96,2024-10-21,1,846.06
1947,13,135,2024-07-14,3,508.55
1948,32,54,2024-04-08,4,490.96
1949,34,167,2024-06-22,3,39.63
1950,15,146,2024-02-18,1,492.12
1951,7,85,2025-06-12,2,52.62
1952,29,72,2024-05-13,3,837.08
1953,14,165,2024-05-02,2,512.38
1954,19,182,2023-11-03,2,324.66
1955,20,19,2024-10-27,3,500.53
1956,24,120,2023-11-16,5,425.58
1957,13,40,2024-06-05,1,529.99
1958,20,93,2024-05-23,2,686.41
1959,12,109,2025-06-30,3,40.77
1960,39,18,2024-09-20,5,469.04
1961,48,117,2024-11-02,3,114.78
1962,31,84,2025-04-25,1,653.49
1963,11,28,2025-07-05,1,606.3
1964,39,121,2025-06-11,1,507.93
1965,30,170,2025-03-08,5,563.7
1966,26,52,2024-05-02,4,607.07
1967,16,103,2025-06-19,4,641.44
1968,22,160,2024-03-09,4,597.01
1969,45,124,2025-01-05,4,405.33
1970,40,130,2024-12-24,5,199.54
1971,33,9,2024-06-15,4,787.93
1972,50,187,2024-12-09,5,122.14
1973,42,92,2024-12-04,4,182.55
1974,40,173,2024-06-11,1,213.59
1975,8,156,2024-07-22,5,468.21
1976,26,25,2025-06-01,2,743.77
1977,35,43,2025-08-27,1,591.28
1978,20,25,2025-03-23,1,623.51
1979,44,176,2023-10-26,3,370.59
1980,34,46,2025-04-24,2,38.07
1981,25,153,2024-02-26,4,300.36
1982,37,107,2025-05-18,2,140.38
1983,39,181,2024-08-02,1,565.39
1984,13,186,2024-01-16,2,570.98
1985,42,197,2025-02-13,1,198.34
1986,38,17,2025-08-30,2,407.36
1987,35,110,2023-11-27,3,688.68
1988,12,189,2025-04-07,3,29.23
1989,20,72,2025-05-15,2,599.61
1990,17,116,2025-05-30,4,392.0
1991,18,101,2024-10-16,3,279.13
1992,23,93,2024-08-28,4,396.33
1993,27,122,2025-06-07,3,615.06
1994,39,108,2025-07-09,1,545.17
1995,16,91,2024-03-12,2,545.31
1996,40,1,2024-07-08,4,230.7
1997,47,44,2024-07-17,2,183.89
1998,12,100,2025-08-24,3,39.6
1999,24,105,2024-03-17,1,497.27
2000,44,174,2024-01-12,2,353.96
2001,2,8,2025-01-18,1,270.74
2002,33,166,2023-09-13,4,658.96
2003,23,64,2024-01-09,3,527.68
2004,11,70,2024-12-11,2,833.2
2005,35,109,2025-06-14,5,604.46
2006,49,43,2025-03-16,4,28.42
2007,45,69,2025-04-27,5,482.99
2008,25,64,2025-08-20,2,313.45
2009,42,153,2025-08-28,2,215.25
2010,7,29,2025-01-18,4,57.89
2011,31,177,2023-11-01,3,844.05
2012,8,33,2025-05-02,3,434.05
2013,40,46,2025-06-28,2,253.37
2014,36,56,2025-06-05,1,489.37
2015,29,111,2024-06-11,3,761.1
2016,19,168,2024-08-19,1,440.19
2017,17,101,2025-02-01,2,312.2
2018,13,27,2024-09-10,4,533.43
2019,49,20,2023-10-24,2,27.43
2020,33,75,2023-12-23,4,569.01
2021,21,166,2025-05-27,2,353.21
2022,40,6,2025-08-14,5,232.4
2023,4,107,2025-04-03,4,84.94
2024,27,192,2025-06-18,4,719.87
2025,49,15,2024-01-31,5,35.95
2026,38,83,2025-06-15,1,321.33
2027,3,50,2024-03-26,3,189.31
2028,41,45,2024-06-26,3,119.07
2029,33,166,2025-09-02,2,635.69
2030,21,80,2024-12-09,3,310.34
2031,31,110,2023-11-07,4,821.98
2032,50,36,2024-12-13,3,122.55
2033,47,161,2024-11-08,2,176.51
2034,37,27,2024-05-14,2,143.08
2035,6,6,2025-03-24,4,210.18
2036,32,23,2025-05-08,4,478.47
2037,31,183,2023-09-12,1,725.64
2038,37,89,2024-12-25,1,120.66
2039,13,167,2024-07-11,3,561.34
2040,28,194,2024-01-09,2,298.57
2041,45,134,2023-11-25,3,504.48
2042,45,85,2023-09-13,1,436.97
2043,22,118,2025-07-07,1,596.01
2044,35,74,2025-09-01,3,615.5
2045,36,46,2025-08-25,5,456.99
2046,2,112,2024-12-26,1,273.27
2047,4,158,2024-03-18,3,104.04
2048,1,120,2025-02-16,1,357.72
2049,15,196,2024-07-20,1,584.17
2050,2,89,2025-05-20,1,272.6
2051,24,164,2024-11-16,5,528.86
2052,20,193,2024-10-15,1,614.13
2053,34,167,2025-03-02,3,40.02
2054,4,154,2024-08-09,2,73.38
2055,38,178,2024-11-20,1,318.72
2056,3,75,2025-03-13,3,222.59
2057,42,26,2023-10-25,4,182.74
2058,22,78,2025-07-15,4,565.02
2059,17,156,2023-09-22,1,388.93
2060,14,58,2025-09-03,1,662.22
2061,22,138,2025-04-17,4,425.43
2062,50,189,2024-11-27,4,120.22
2063,32,158,2025-03-30,3,531.11
2064,27,148,2024-06-28,5,633.42
2065,14,98,2024-10-31,3,688.79
2066,14,183,2025-04-03,1,678.84
2067,37,32,2024-01-21,4,138.95
2068,5,84,2025-03-24,4,330.31
2069,12,30,2025-01-09,4,33.74
2070,10,14,2025-08-12,3,482.81
2071,33,129,2023-10-28,3,609.53
2072,21,85,2025-04-30,5,413.05
2073,30,151,2025-05-28,2,495.69
2074,26,89,2025-08-08,3,602.78
2075,18,126,2025-07-19,1,367.87
2076,12,71,2024-09-06,1,40.24
2077,39,34,2023-11-17,5,479.03
2078,10,178,2025-02-12,2,658.65
2079,33,128,2024-08-02,4,689.61
2080,26,1,2025-02-13,3,623.07
2081,46,54,2025-04-15,2,195.37
2082,5,117,2025-01-26,4,305.94
2083,49,51,2024-04-28,2,34.44
2084,48,1,2024-05-31,4,130.8
2085,25,22,2024-11-15,4,274.44
2086,17,7,2024-01-23,3,299.52
2087,2,140,2023-09-04,3,224.25
2088,47,175,2024-08-08,3,177.7
2089,35,59,2023-09-11,3,552.88
2090,39,136,2024-07-06,5,392.86
2091,36,166,2024-07-14,4,536.16
2092,50,127,2025-04-30,4,139.19
2093,2,164,2025-02-08,3,270.55
2094,19,47,2024-06-21,1,338.6
2095,50,124,2024-02-15,3,131.28
2096,46,59,2025-05-21,1,176.1
2097,20,161,2024-11-19,4,492.37
2098,31,67,2024-01-05,4,666.73
2099,48,28,2025-04-30,5,130.23
2100,37,144,2025-06-19,5,104.2
2101,30,104,2024-08-21,4,617.06
2102,26,43,2024-10-06,2,518.0
2103,6,35,2024-02-24,5,174.49
2104,27,161,2025-06-22,2,683.48
2105,24,85,2025-06-24,5,449.86
2106,24,145,2024-08-29,2,488.83
2107,39,178,2025-09-01,5,513.88
2108,18,31,2024-06-10,3,337.01
2109,42,42,2024-07-04,1,217.97
2110,28,196,2023-09-10,4,338.96
2111,49,128,2024-10-21,4,40.68
2112,35,53,2025-03-18,4,671.51
2113,26,153,2024-09-06,4,531.78
2114,37,9,2025-07-03,2,130.08
2115,6,7,2025-02-14,2,169.21
2116,31,86,2024-06-20,4,701.0
2117,11,85,2024-02-23,3,845.56
2118,32,57,2024-08-03,1,558.55
2119,3,36,2023-12-02,2,246.12
2120,20,196,2024-08-06,1,640.21
2121,43,13,2025-06-16,1,206.6
2122,26,33,2023-10-09,4,513.65
2123,28,30,2024-04-09,3,300.17
2124,29,96,2025-01-01,1,723.15
2125,15,136,2024-03-11,5,539.27
2126,22,44,2024-07-15,1,526.02
2127,16,12,2023-11-01,5,478.79
2128,21,67,2025-01-23,4,416.2
2129,26,78,2024-11-04,3,605.67
2130,34,51,2024-01-15,3,42.52
2131,35,43,2023-11-10,1,672.0
2132,23,177,2025-05-15,1,460.12
2133,9,55,2023-12-02,5,512.48
2134,13,116,2025-05-24,5,497.69
2135,26,79,2024-09-20,3,652.8
2136,29,190,2023-11-12,3,829.6
2137,48,191,2024-09-24,1,140.62
2138,7,54,2025-08-17,5,52.12
2139,15,85,2024-07-29,4,543.67
2140,22,77,2024-05-14,2,527.7
2141,49,43,2025-09-01,3,38.35
2142,50,165,2024-07-18,3,152.38
